OBJECTID,WELLWIDTH,WELLLENGTH,PAREAWIDTH,LOWWELL,SPECIES,STNAME,Location 1
26230,0,0,5,None,Pistacia chinensis,9TH AV,"2106
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26232,3,6,0,Low,Pistacia chinensis,EAST 12TH ST,"512
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26235,4,4,0,None,Pyrus calleryana cvs,EAST 14TH ST,"725
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26231,2,6,0,None,Liquidambar styraciflua,8TH AV,"1942
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26244,4,4,0,Low,Podocarpus gracilior,12TH AV,"1720
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26228,0,0,4,None,Lophostemon confertus,EAST 17TH ST,"704
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26227,2,3,0,None,Lagerstroemia indica,EAST 14TH ST,"701
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26223,3,5,0,Low,Other,61ST ST,"366
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26238,3,3,0,None,Lophostemon confertus,10TH AV,"1833
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26240,2,2,0,None,Other,EAST 23RD ST,"938
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26243,4,4,0,None,Pyrus calleryana cvs,7TH AV,"1240
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26247,0,0,3,None,Unknown,11TH AV,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26233,0,0,6,None,Ginkgo biloba,EAST 20TH ST,"1226
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26248,0,0,0,None,Olea europaea,11TH AV,"1864
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26222,0,0,3.5,None,Malus sp,DANA ST,"6612
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26249,2,3,0,High,Magnolia grandiflora,11TH AV,"1937
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26242,0,0,3,None,Grevillea robusta,EAST 24TH ST,"916
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26246,0,0,3,None,Unknown,11TH AV,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26239,1,1,0,None,Prunus sp,EAST 19TH ST,"900
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26226,0,0,2.5,None,Fraxinus o. `Raywood',WEBSTER ST,"4803
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26277,0,0,4,None,Dead,10TH AV,"1955
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26266,0,0,5,None,Prunus cerasifera/blireiana,6TH AV,"1747
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26270,4,9,0,None,Fraxinus sp,5TH AV,"1127
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26264,5,38,0,None,Tristaniopsis laurina,EAST 14TH ST,"720
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26258,4,4,0,High,Pinus sp,EAST 20TH ST,"543
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26256,3,4,0,Low,Pyrus calleryana cvs,4TH AV,"1214
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26267,0,0,3,None,Schinus molle,EAST 22ND ST,"1214
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26263,5,6,0,None,Pistacia chinensis,EAST 14TH ST,"650
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26255,4,6,0,Low,Lophostemon confertus,EAST 12TH ST,"333
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26276,3,3,0,None,Lagerstroemia indica,EAST 14TH ST,"655
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26274,5,12,0,None,Phoenix canariensis,EAST 14TH ST,"655
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26251,0,0,4,None,Grevillea robusta,EAST 24TH ST,"1003
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26275,0,0,4,None,Phoenix canariensis,EAST 14TH ST,"655
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26260,0,0,3,None,Grevillea robusta,EAST 24TH ST,"922
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26268,3,6,0,None,Liquidambar styraciflua,8TH AV,"1902
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26261,0,0,3,None,Washingtonia filifera,9TH AV,"2143
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26252,4,6,0,Low,Pistacia chinensis,EAST 14TH ST,"831
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26257,4,4,0,Moderate,Lophostemon confertus,2ND AV,"1230
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26253,0,0,4,None,Pistacia chinensis,7TH AV,"2303
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26269,0,0,0,None,Prunus cerasifera/blireiana,6TH AV,"828
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26254,4,6,0,Moderate,Lophostemon confertus,EAST 12TH ST,"333
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26250,0,0,4,None,Unknown,9TH AV,"1940
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26272,5,4,0,Low,Pyrus calleryana cvs,EAST 14TH ST,"655
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26259,0,0,0,None,Liquidambar styraciflua,EAST 15TH ST,"708
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26271,5,9,0,Low,Liquidambar styraciflua,FOOTHILL BL,"646
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26292,0,0,4,None,Liquidambar styraciflua,EAST 25TH ST,"1305
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26300,4,3,0,Low,Pyrus calleryana cvs,EAST 18TH ST,"224
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26297,5,9,0,None,Phoenix canariensis,EAST 14TH ST,"953
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26301,4,4,0,None,Tristaniopsis laurina,10TH AV,"1806
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26298,0,0,3,None,Prunus sp,9TH AV,"1850
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26293,2,2,0,None,Tristaniopsis laurina,EAST 14TH ST,"640
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26279,0,0,4,None,Lophostemon confertus,6TH AV,"1714
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26282,0,0,4,None,Salix sp,9TH AV,"2033
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26285,3,5,0,None,Unknown,9TH AV,"1507
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26288,8,6,0,Low,Liquidambar styraciflua,10TH AV,"1946
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26296,0,0,3,None,Lagerstroemia indica,EAST 17TH ST,"1122
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26281,3,5,0,None,Cercis sp,5TH AV,"1855
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26291,0,0,2,None,Lophostemon confertus,5TH AV,"1539
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26307,3,6,0,None,Prunus cerasifera/blireiana,9TH AV,"1049
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26299,3,3,0,None,Unknown,EAST 12TH ST,"825
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26295,5,15,0,None,Phoenix canariensis,10TH AV,"1410
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26303,3,6,0,Moderate,Pyrus calleryana cvs,9TH AV,"1846
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26305,4,4,0,Low,Pyrus calleryana cvs,6TH AV,"1231
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26302,3,3,0,Low,Unknown,10TH AV,"2118
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26283,0,0,3,None,Acer sp,11TH AV,"2403
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26280,3,5,0,None,Lophostemon confertus,EAST 23RD ST,"808
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26289,4,6,0,None,Liquidambar styraciflua,10TH AV,"1946
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26304,3,4,0,Low,Lophostemon confertus,EAST 12TH ST,"202
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26284,5,5,0,None,Liquidambar styraciflua,8TH AV,"2135
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26294,2,5,0,Low,Lophostemon confertus,3RD AV,"1432
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26331,0,0,3,None,Platanus acerifolia,11TH AV,"2134
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
11066,0,0,4,None,Cordyline australis,62ND ST,"528
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26313,4,4,0,High,Lophostemon confertus,2ND AV,"1218
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26316,3,6,0,None,Pistacia chinensis,EAST 14TH ST,"544
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26310,4,5,0,None,Robinia sp,10TH AV,"1850
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26328,0,0,2,None,Magnolia grandiflora,12TH AV,"2048
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26318,0,0,7,None,Pyrus calleryana cvs,ATHOL AV,"696
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26317,0,0,5,None,Cercis sp,SHEFFIELD AV,"3164
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26323,0,0,3,None,Crataegus phaenopyrum,EAST 23RD ST,"626
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26330,2,2,0,Low,Prunus cerasifera/blireiana,GRANDE VISTA AV,"2617
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26309,0,0,4,None,Lophostemon confertus,7TH AV,"1837
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26327,0,0,2,None,Prunus cerasifera/blireiana,EAST 32ND ST,"2236
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26321,1,1,0,None,Acer sp,MERRITT AV,"442
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26332,4,4,0,High,Prunus sp,BEACON ST,"607
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26333,0,0,4,None,Ginkgo biloba,ATHOL AV,"600
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26329,4,5,0,None,Ginkgo biloba,HILLGIRT CR,"730
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26336,3,2,0,Moderate,Prunus sp,HADDON RD,"415
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26312,2,3,0,Low,Unknown,11TH AV,"1754
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26322,0,0,2,None,Pyrus calleryana cvs,MONTCLAIR AV,"578
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26319,0,0,4,None,Ligustrum sp,ATHOL AV,"696
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26314,8,4,0,None,Liquidambar styraciflua,EAST 15TH ST,"438
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26308,3,6,0,None,Prunus cerasifera/blireiana,9TH AV,"1049
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26334,0,0,3,None,Liquidambar styraciflua,MERRITT AV,"548
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26324,0,0,4,None,Pistacia chinensis,19TH AV,"2338
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26364,4,4,0,None,Other,EAST 33RD ST,"1090
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26360,4,6,0,None,Liquidambar styraciflua,8TH AV,"2130
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
28304,0,0,7.5,None,Prunus cerasifera/blireiana,LAKE SHORE AV,"4055
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
21606,0,0,4,None,Magnolia grandiflora,SHEFFIELD AV,"3200
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26346,0,0,5,None,Magnolia soulangiana,RADNOR RD,"583
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26352,0,0,6,None,Acer sp,CAPELL ST,"584
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26359,0,0,3,None,Prunus cerasifera/blireiana,CAPELL ST,"656
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26341,4,3,0,None,Pistacia chinensis,3RD AV,"1515
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26358,3,2,0,High,Magnolia grandiflora,13TH AV,"2207
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26350,2,2,0,None,Fraxinus sp,EAST 23RD ST,"938
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26340,0,0,3,None,Tristaniopsis laurina,12TH AV,"2147
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26338,0,0,3,None,Schinus terebinthefolia,13TH AV,"2622
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26365,3,6,0,Low,Liquidambar styraciflua,IVY DR,"2302
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26343,3,3,0,None,Albizia julibrissin,EAST 28TH ST,"1112
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26347,0,0,4,None,Cinnamomum camphora,BAY VIEW AV,"961
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26355,3,3,0,None,Crataegus phaenopyrum,HANOVER AV,"357
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26363,0,0,3,None,Acer sp,EAST 32ND ST,"1399
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26344,0,0,2.5,None,Magnolia grandiflora,EAST 23RD ST,"1240
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26349,1,1,0,High,Ginkgo biloba,EAST 19TH ST,"900
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26356,0,0,4,None,Shrub,IVY DR,"2715
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26342,0,0,4,None,Grevillea robusta,14TH AV,"2251
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26345,0,0,4,None,Other,BELLA VISTA AV,"1029
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26353,0,0,7,None,Cupressus sp,HILLGIRT CR,"612
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26351,3,4,0,Moderate,Tristaniopsis laurina,12TH AV,"2125
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26339,4,6,0,Low,Liquidambar styraciflua,EAST 25TH ST,"1362
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26390,0,0,4,None,Acer sp,EAST 24TH ST,"2543
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26379,0,0,2,None,Magnolia grandiflora,EAST 21ST ST,"1225
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26383,3,3,0,Low,Quercus sp,BROOKLYN AV,"609
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26375,0,0,3,None,Melaleuca sp,24TH AV,"2026
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26377,4,4,0,None,Cupressus sp,7TH AV,"2217
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26381,0,0,4,None,Grevillea robusta,EAST 24TH ST,"931
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26368,2,2,0,Low,Pistacia chinensis,NEWTON AV,"303
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26391,3,3,0,None,Prunus sp,WESLEY AV,"454
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26369,0,0,5,None,Cupressus sp,RADNOR RD,"574
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26389,3,8,0,None,Cinnamomum camphora,7TH AV,"2240
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26378,0,0,5,None,Cordyline australis,HADDON RD,"657
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26371,0,0,4,None,Washingtonia robusta,9TH AV,"2623
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26373,3,6,0,Moderate,Liquidambar styraciflua,HADDON RD,"501
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26393,0,0,4,None,Quercus sp,8TH AV,"2250
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26376,0,0,4,None,Prunus sp,BROOKLYN AV,"671
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26382,3,3,0,None,Acer sp,MERRITT AV,"535
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26370,0,0,4,None,Washingtonia robusta,9TH AV,"2623
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26384,0,0,5,None,Magnolia grandiflora,21ST AV,"2517
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26386,3,6,0,None,Grevillea robusta,10TH AV,"2534
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26372,0,0,3,None,Liquidambar styraciflua,HADDON RD,"501
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26367,0,0,5,None,Cercis sp,KENWYN RD,"590
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26388,0,0,3,None,Pyrus calleryana cvs,21ST AV,"2907
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26374,0,0,2.5,None,Eriobotrya japonica,EAST 19TH ST,"842
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26380,0,0,3,None,Platanus acerifolia,EAST 20TH ST,"550
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26423,1,1,0,None,Prunus cerasifera/blireiana,VALLECITO PL,"2825
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
22010,0,0,6,None,Populus nigra Italica,DAVIS ST,"3158
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26409,0,0,5,None,Lagerstroemia indica,19TH AV,"2419
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26398,0,0,2,None,Dead,7TH AV,"2201
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26415,4,7,0,None,Prunus cerasifera/blireiana,9TH AV,"2228
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26405,0,0,6,None,Pistacia chinensis,17TH AV,"2342
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26403,3,3,0,None,Lagerstroemia indica,8TH AV,"2226
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26402,0,0,3,None,Platanus acerifolia,13TH AV,"2824
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26417,0,0,2,None,Prunus sp,NEWTON AV,"460
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26413,0,0,0,None,Pyrus calleryana cvs,EAST 25TH ST,"2004
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26422,0,0,0,None,Tibuchnia,EAST 32ND ST,"1365
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26400,0,0,3,None,Unknown,EAST 27TH ST,"2373
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26411,0,0,5,None,Liquidambar styraciflua,KENWYN RD,"633
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26421,0,0,4,None,Platanus acerifolia,EAST 20TH ST,"2467
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26419,0,0,3,None,Eriobotrya japonica,22ND AV,"3084
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26401,0,0,0,None,Quercus sp,16TH AV,"1703
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26410,3,3,0,None,Pyrus kawakami,EAST 30TH ST,"2040
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26416,2,4,0,None,Ginkgo biloba,10TH AV,"2615
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26418,4,6,0,None,Pyrus kawakami,EAST 22ND ST,"1756
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26412,3,3,0,None,Liquidambar styraciflua,HILLGIRT CR,"706
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26397,3,3,0,None,Dead,EAST 28TH ST,"1388
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26406,0,0,3,None,Schinus molle,ATHOL AV,"335
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26420,0,0,3,None,Prunus sp,EAST 22ND ST,"1140
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26407,0,0,6,None,Cupressus sp,EAST 15TH ST,"2501
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26452,0,0,6,None,Magnolia grandiflora,EAST 15TH ST,"1719
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26439,0,0,3,None,Platanus acerifolia,11TH AV,"2117
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26446,0,0,2,None,Pistacia chinensis,21ST AV,"2739
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26448,0,0,4,None,Liquidambar styraciflua,MCKINLEY AV,"751
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26443,0,0,9,None,Malus sp,MONTCLAIR AV,"616
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26425,0,0,8,None,Prunus cerasifera/blireiana,EAST 24TH ST,"2204
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26431,3,2,0,None,Aesculus carnea,21ST AV,"2800
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26432,0,0,6,None,Robinia sp,EAST 17TH ST,"2727
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26440,0,0,5,None,Pyrus calleryana cvs,ATHOL AV,"671
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26429,3,2,0,None,Dead,HILLSBOROUGH ST,"630
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26450,5,14,0,None,Schinus molle,EAST 16TH ST,"2538
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26424,3,3,0,Low,Cercis sp,MERRITT AV,"526
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26444,0,0,9,None,Liquidambar styraciflua,MACARTHUR BL,"765
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26437,0,0,3,None,Liquidambar styraciflua,STUART ST,"3334
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26434,0,0,4,None,Pistacia chinensis,EAST 31ST ST,"1567
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26428,4,5,0,None,Pyrus kawakami,23RD AV,"2420
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26442,0,0,4,None,Washingtonia robusta,EAST 28TH ST,"878
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26447,0,0,2,None,Pyrus calleryana cvs,HANOVER AV,"322
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26433,0,0,3,None,Magnolia grandiflora,13TH AV,"2422
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26435,1,1,0,None,Metrosideros excelsus,EAST 22ND ST,"2360
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26451,5,6,0,None,Lagerstroemia indica,PROSPECT AV,"908
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26438,0,0,3,None,Lagerstroemia indica,11TH AV,"2332
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26430,3,15,0,None,Pinus sp,EAST 20TH ST,"636
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26441,0,0,6,None,Grevillea robusta,10TH AV,"2609
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26445,2,2,0,None,Pyrus calleryana cvs,BELLA VISTA AV,"1100
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26469,2,2,0,None,Pistacia chinensis,LESTER AV,"420
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26477,0,0,4,None,Pistacia chinensis,EAST 23RD ST,"2402
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26470,2,2,0,None,Pistacia chinensis,LESTER AV,"420
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26464,0,0,2,None,Liquidambar styraciflua,EAST 15TH ST,"2104
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26466,5,4,0,Moderate,Malus sp,CLEVELAND ST,"868
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26474,9,8,0,None,Cinnamomum camphora,27TH AV,"1445
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26459,2,2,0,None,Malus sp,ZORAH ST,"538
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26473,3,4,0,None,Schinus molle,CLEVELAND ST,"879
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26467,0,0,6,None,Quercus sp,EAST 20TH ST,"2281
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26476,3,4,0,None,Nerium oleander,EAST 15TH ST,"1408
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26475,3,4,0,None,Nerium oleander,EAST 15TH ST,"1408
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26468,0,0,4,None,Other,EAST 23RD ST,"2446
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26472,0,0,4,None,Pyrus calleryana cvs,EAST 23RD ST,"2100
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26481,2,5,0,None,Cercis sp,IRVING AV,"1809
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26478,2,3,0,Low,Prunus cerasifera/blireiana,CAPELL ST,"657
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26456,0,0,3,None,Melaleuca sp,24TH AV,"2126
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
